Time,X,Y,Z
6.554,0.12228,-0.23317,0.22526
6.563,0.12299,-0.23302,0.22529
6.573,0.12241,-0.23284,0.22496
6.582,0.12268,-0.23282,0.22493
6.591,0.12281,-0.23282,0.22492
6.601,0.12304,-0.23257,0.22484
6.61,0.12307,-0.23288,0.22492
6.619,0.12264,-0.23282,0.22501
6.629,0.12249,-0.2329,0.22493
6.638,0.1229,-0.23333,0.22518
6.648,0.12294,-0.23354,0.22453
6.657,0.12262,-0.23364,0.22497
6.666,0.1227,-0.2334,0.22442
6.676,0.1226,-0.23304,0.22487
6.685,0.12291,-0.23309,0.22408
6.694,0.12251,-0.23326,0.2245
6.704,0.12258,-0.2332,0.22497
6.713,0.1228,-0.23311,0.22518
6.723,0.12261,-0.23326,0.22487
6.732,0.12259,-0.23311,0.225
6.741,0.1228,-0.23335,0.22476
6.751,0.1225,-0.23295,0.22457
6.76,0.1229,-0.23325,0.22422
6.769,0.12219,-0.23286,0.22452
6.779,0.12223,-0.23332,0.2248
6.788,0.12223,-0.23354,0.22466
6.797,0.12255,-0.23297,0.22448
6.807,0.12269,-0.233,0.22463
6.816,0.12249,-0.23317,0.22473
6.826,0.12301,-0.23335,0.22482
6.835,0.12295,-0.23279,0.22458
6.844,0.12284,-0.23307,0.22455
6.854,0.12272,-0.23284,0.2248
6.863,0.12293,-0.23324,0.22458
6.872,0.12273,-0.23361,0.22481
6.882,0.12325,-0.23357,0.22474
6.891,0.12233,-0.23339,0.2244
6.901,0.12299,-0.23338,0.22437
6.91,0.12285,-0.23338,0.22478
6.919,0.12283,-0.23296,0.22508
6.929,0.12294,-0.23333,0.22511
6.938,0.12295,-0.23287,0.22486
6.947,0.12316,-0.23332,0.22492
6.957,0.12297,-0.23329,0.22492
6.966,0.12306,-0.23278,0.22492
6.976,0.12274,-0.23315,0.22442
6.985,0.12228,-0.23319,0.22462
6.994,0.12191,-0.23327,0.22473
7.004,0.12231,-0.23303,0.22432
7.013,0.12181,-0.23301,0.22453
7.022,0.12262,-0.23325,0.22472
7.032,0.12216,-0.23353,0.22457
7.041,0.12255,-0.23339,0.2248
7.051,0.12248,-0.23346,0.22458
7.06,0.12279,-0.23338,0.22455
7.069,0.1225,-0.23329,0.22514
7.079,0.12226,-0.23345,0.22469
7.088,0.12256,-0.23338,0.22414
7.097,0.12237,-0.23338,0.22468
7.107,0.12192,-0.23338,0.22473
7.116,0.12188,-0.23296,0.22474
7.126,0.12252,-0.23325,0.22507
7.135,0.1228,-0.23286,0.22494
7.144,0.12261,-0.23291,0.22484
7.154,0.12248,-0.23308,0.22483
7.163,0.12279,-0.23301,0.22508
7.172,0.12304,-0.23292,0.22519
7.182,0.12263,-0.23283,0.22495
7.191,0.12238,-0.23332,0.22459
7.2,0.12268,-0.23337,0.22472
7.21,0.12281,-0.23346,0.22482
7.219,0.1225,-0.23372,0.22508
7.229,0.12258,-0.23333,0.22511
7.238,0.12194,-0.23354,0.22503
7.247,0.12252,-0.23356,0.22536
7.257,0.12237,-0.23331,0.2248
7.266,0.12246,-0.23328,0.22458
7.275,0.12204,-0.2332,0.22506
7.285,0.12243,-0.23344,0.22494
7.294,0.12247,-0.2333,0.22509
7.304,0.12268,-0.23287,0.22511
7.313,0.12228,-0.23299,0.2252
7.322,0.12256,-0.23292,0.22529
7.332,0.12302,-0.23325,0.22496
7.341,0.12328,-0.23336,0.22493
7.35,0.12287,-0.23312,0.22518
7.36,0.12283,-0.23268,0.22529
7.369,0.12283,-0.23347,0.22513
7.378,0.12261,-0.2333,0.22495
7.388,0.12216,-0.23362,0.22476
7.397,0.12244,-0.2334,0.22482
7.407,0.12225,-0.23296,0.22491
7.416,0.12212,-0.233,0.22509
7.425,0.12254,-0.23334,0.22486
7.435,0.12258,-0.23312,0.22458
7.444,0.12227,-0.23302,0.22497
7.453,0.12266,-0.23376,0.22543
7.463,0.12227,-0.234,0.22531
7.472,0.12223,-0.23302,0.22505
7.482,0.12277,-0.23342,0.22511
7.491,0.1225,-0.23338,0.22494
7.5,0.1228,-0.23354,0.22501
7.51,0.12304,-0.23322,0.22535
7.519,0.12263,-0.23328,0.22497
7.528,0.1227,-0.23353,0.22552
7.538,0.12271,-0.23297,0.22482
7.547,0.12292,-0.233,0.22525
7.557,0.12219,-0.23317,0.22479
7.566,0.12223,-0.23319,0.22424
7.575,0.12234,-0.23327,0.22494
7.585,0.12246,-0.23295,0.22509
7.594,0.12247,-0.23317,0.22511
7.603,0.12258,-0.2331,0.22486
7.613,0.12248,-0.23335,0.22542
7.622,0.12322,-0.23287,0.22531
7.632,0.12233,-0.23291,0.22513
7.641,0.12256,-0.23324,0.22503
7.65,0.12248,-0.23386,0.22494
7.66,0.12225,-0.23443,0.22493
7.669,0.12288,-0.23398,0.22467
7.678,0.12273,-0.23369,0.22515
7.688,0.12282,-0.23332,0.22453
7.697,0.12294,-0.23337,0.22488
7.707,0.12284,-0.23363,0.22526
7.716,0.12229,-0.23348,0.22513
7.725,0.12277,-0.23347,0.22562
7.735,0.12272,-0.23347,0.22533
7.744,0.12217,-0.23372,0.22539
7.753,0.12212,-0.23333,0.22531
7.763,0.12276,-0.23304,0.22496
7.772,0.1225,-0.23317,0.22484
7.782,0.12269,-0.23377,0.22508
7.791,0.12206,-0.23367,0.22502
7.8,0.12243,-0.23365,0.22493
7.81,0.12236,-0.23365,0.22459
7.819,0.12235,-0.23349,0.22455
7.828,0.12257,-0.23389,0.22464
7.838,0.12248,-0.23343,0.2249
7.847,0.12269,-0.23321,0.22492
7.857,0.1226,-0.23328,0.22476
7.866,0.12281,-0.23303,0.22499
7.875,0.12272,-0.23309,0.2251
7.885,0.12314,-0.23285,0.22494
7.894,0.12308,-0.23332,0.22509
7.903,0.12253,-0.23345,0.22511
7.913,0.12194,-0.23347,0.22461
7.922,0.12198,-0.23347,0.22481
7.932,0.12221,-0.23389,0.22483
7.941,0.12234,-0.23401,0.22449
7.95,0.12224,-0.23352,0.22446
7.96,0.12309,-0.23347,0.22446
7.969,0.12286,-0.2328,0.22496
7.978,0.12305,-0.23332,0.2251
7.988,0.12242,-0.23295,0.22511
7.997,0.12257,-0.23266,0.22461
8.007,0.1228,-0.23297,0.22498
8.016,0.12293,-0.23325,0.22485
8.025,0.12305,-0.23336,0.22466
8.035,0.12253,-0.23337,0.22456
8.044,0.12248,-0.23363,0.22506
8.053,0.12172,-0.23373,0.22511
8.063,0.12207,-0.23375,0.22511
8.072,0.122,-0.23324,0.22461
8.082,0.12242,-0.23328,0.22456
8.091,0.12214,-0.2332,0.22447
8.1,0.12211,-0.23336,0.22471
8.11,0.12222,-0.23296,0.22465
8.119,0.12266,-0.23325,0.22464
8.128,0.12249,-0.23361,0.22481
8.138,0.12226,-0.23348,0.22449
8.147,0.12288,-0.23288,0.22446
8.156,0.12251,-0.23299,0.22454
8.166,0.12247,-0.233,0.22438
8.175,0.12247,-0.23334,0.22479
8.185,0.12268,-0.23312,0.22474
8.194,0.12238,-0.23318,0.22432
8.203,0.12278,-0.23311,0.22444
8.213,0.12229,-0.23335,0.22446
8.222,0.1231,-0.23387,0.22496
8.231,0.12242,-0.23317,0.2251
8.241,0.123,-0.23361,0.22435
8.25,0.12306,-0.23315,0.2247
8.26,0.12307,-0.23319,0.22507
8.269,0.12339,-0.23327,0.2246
8.278,0.12278,-0.23336,0.22447
8.288,0.12239,-0.23329,0.22454
8.297,0.12182,-0.23328,0.22489
8.306,0.1223,-0.23328,0.22484
8.316,0.12234,-0.23353,0.22517
8.325,0.12267,-0.23356,0.22478
8.335,0.12227,-0.23389,0.22474
8.344,0.12299,-0.23368,0.22541
8.353,0.12274,-0.23357,0.22514
8.363,0.12282,-0.23323,0.22486
8.372,0.12283,-0.23344,0.22458
8.381,0.12272,-0.23363,0.22497
8.391,0.1226,-0.23332,0.22451
8.4,0.12227,-0.23362,0.22455
8.409,0.12223,-0.23298,0.2243
8.419,0.12277,-0.23342,0.22469
8.428,0.12239,-0.23338,0.22482
8.438,0.12203,-0.23354,0.22508
8.447,0.12221,-0.23314,0.22545
8.456,0.12277,-0.23335,0.22523
8.466,0.12293,-0.23304,0.22512
8.475,0.12305,-0.23317,0.22436
8.484,0.12339,-0.23319,0.22504
8.494,0.12267,-0.23269,0.22502
8.503,0.1226,-0.23331,0.22477
8.513,0.1227,-0.23354,0.22516
8.522,0.1226,-0.23331,0.22495
8.531,0.12259,-0.23303,0.22425
8.541,0.12216,-0.23284,0.22486
8.55,0.12158,-0.23332,0.22509
8.559,0.12206,-0.23262,0.22511
8.569,0.12178,-0.23288,0.22452
8.578,0.12208,-0.23307,0.22463
8.587,0.12254,-0.23326,0.22464
8.597,0.12205,-0.23336,0.2249
8.606,0.12264,-0.23337,0.22475
8.616,0.12249,-0.23396,0.22491
8.625,0.12247,-0.2336,0.22459
8.634,0.12204,-0.23323,0.22489
8.644,0.12178,-0.23336,0.22458
8.653,0.12175,-0.23379,0.22489
8.662,0.1224,-0.233,0.22475
8.672,0.12192,-0.23334,0.22474
8.681,0.1222,-0.23354,0.22457
8.691,0.1218,-0.23281,0.22438
8.7,0.12229,-0.23323,0.2247
8.709,0.12278,-0.23336,0.2249
8.719,0.12272,-0.23337,0.22475
8.728,0.12282,-0.23287,0.22508
8.737,0.12197,-0.23332,0.22502
8.747,0.12274,-0.2332,0.22519
8.756,0.1225,-0.23336,0.22504
8.766,0.12247,-0.23362,0.22485
8.775,0.12225,-0.23323,0.22475
8.784,0.12277,-0.23303,0.22491
8.794,0.12261,-0.23334,0.22475
8.803,0.12227,-0.23337,0.22508
8.812,0.12169,-0.23396,0.22511
8.822,0.12239,-0.2331,0.22494
8.831,0.12268,-0.23318,0.22493
8.841,0.12217,-0.23361,0.22484
8.85,0.12222,-0.2334,0.22492
8.859,0.12234,-0.23346,0.22526
8.869,0.12213,-0.23338,0.22496
8.878,0.12222,-0.23346,0.22459
8.887,0.12201,-0.23355,0.22506
8.897,0.12145,-0.23356,0.22502
8.906,0.12183,-0.23356,0.22519
8.915,0.12197,-0.23356,0.22495
8.925,0.12156,-0.23373,0.2251
8.934,0.12238,-0.23324,0.22503
8.944,0.12224,-0.23345,0.22493
8.953,0.12234,-0.23355,0.22459
8.962,0.12246,-0.23339,0.22489
8.972,0.12171,-0.23296,0.22509
8.981,0.12218,-0.23283,0.22511
8.99,0.12222,-0.23315,0.22503
9.0,0.12223,-0.2331,0.22485
9.009,0.12212,-0.23368,0.22492
9.019,0.12179,-0.23324,0.22476
9.028,0.12251,-0.23361,0.22524
9.037,0.12269,-0.2339,0.22512
9.047,0.12184,-0.23368,0.22562
9.056,0.12241,-0.23374,0.22499
9.065,0.12214,-0.23375,0.22493
9.075,0.12222,-0.23366,0.22476
9.084,0.12223,-0.23365,0.22457
9.094,0.12223,-0.23349,0.22506
9.103,0.12201,-0.23347,0.22469
9.112,0.12221,-0.23338,0.22482
9.122,0.12266,-0.23304,0.22475
9.131,0.1226,-0.23309,0.22474
9.14,0.12248,-0.23301,0.22457
9.15,0.12182,-0.23284,0.22472
9.159,0.12197,-0.23357,0.22465
9.169,0.1221,-0.23323,0.22481
9.178,0.12243,-0.23344,0.22424
9.187,0.12247,-0.23405,0.22435
9.197,0.12225,-0.23378,0.22436
9.206,0.12223,-0.23392,0.22436
9.215,0.12169,-0.23343,0.22445
9.225,0.12196,-0.23346,0.22454
9.234,0.12134,-0.2333,0.22404
9.243,0.12214,-0.23337,0.22442
9.253,0.12222,-0.23296,0.22504
9.262,0.12223,-0.233,0.22485
9.272,0.12137,-0.23317,0.22517
9.281,0.12193,-0.23319,0.22478
9.29,0.12209,-0.23327,0.22491
9.3,0.12243,-0.23378,0.22484
9.309,0.12257,-0.23333,0.22508
9.318,0.12237,-0.23345,0.2246
9.328,0.12246,-0.2333,0.22481
9.337,0.12225,-0.23303,0.22508
9.347,0.12245,-0.23284,0.2246
9.356,0.12193,-0.23315,0.22439
9.365,0.12166,-0.23335,0.2247
9.375,0.12207,-0.23329,0.22448
9.384,0.12189,-0.23337,0.22471
9.393,0.12241,-0.23337,0.22457
9.403,0.12268,-0.23346,0.22506
9.412,0.12249,-0.23355,0.22502
9.422,0.12258,-0.23364,0.22493
9.431,0.12226,-0.23374,0.22526
9.44,0.1218,-0.23341,0.22513
9.45,0.1224,-0.23338,0.22511
9.459,0.123,-0.23371,0.2252
9.468,0.12285,-0.23341,0.22529
9.478,0.12251,-0.23346,0.22513
9.487,0.12269,-0.23322,0.22495
9.496,0.12271,-0.23353,0.22493
9.506,0.12271,-0.23356,0.22501
9.515,0.12228,-0.23356,0.22493
9.525,0.12191,-0.23306,0.22493
9.534,0.12187,-0.23293,0.22467
9.543,0.12252,-0.23316,0.22507
9.553,0.12215,-0.23369,0.22494
9.562,0.12222,-0.23374,0.22476
9.571,0.12266,-0.23358,0.22508
9.581,0.12238,-0.23373,0.22494
9.59,0.12235,-0.23383,0.22509
9.6,0.12278,-0.23342,0.22452
9.609,0.12304,-0.23338,0.22463
9.618,0.12231,-0.23363,0.22456
9.628,0.12245,-0.23357,0.22447
9.637,0.12247,-0.23381,0.22479
9.646,0.12247,-0.234,0.22457
9.656,0.12268,-0.23402,0.22489
9.665,0.1226,-0.23377,0.22467
9.675,0.1227,-0.23392,0.22507
9.684,0.12271,-0.23426,0.22502
9.693,0.12239,-0.2338,0.22502
9.703,0.12192,-0.23333,0.22527
9.712,0.1222,-0.23354,0.22479
9.721,0.12233,-0.23314,0.22474
9.731,0.12235,-0.23344,0.22465
9.74,0.12257,-0.23313,0.22439
9.749,0.12205,-0.23368,0.22504
9.759,0.12178,-0.23382,0.2251
9.768,0.12154,-0.23325,0.2252
9.778,0.12162,-0.23328,0.22487
9.787,0.12238,-0.23328,0.225
9.796,0.12235,-0.2327,0.22493
9.806,0.12278,-0.23306,0.22509
9.815,0.12272,-0.23301,0.22528
9.824,0.12271,-0.23309,0.22496
9.834,0.12249,-0.23376,0.2251
9.843,0.12312,-0.233,0.22477
9.853,0.12297,-0.23317,0.22499
9.862,0.12252,-0.23335,0.22502
9.871,0.1228,-0.23312,0.22527
9.881,0.12293,-0.23327,0.22496
9.89,0.12295,-0.23328,0.22459
9.899,0.1223,-0.23337,0.22506
9.909,0.12245,-0.23329,0.22469
9.918,0.12225,-0.23337,0.22473
9.928,0.12234,-0.23296,0.22474
