,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Angular_velocity_X (dps),Angular_velocity_Y (dps),Angular_velocity_Z (dps),Temperature (°C),Longitude,Latitude,Time,X,Y,Z,Magnitude,Filtered Magnitude
2025-02-05 05:00:29.110,0.002,0.0015,0.0225,0.0,0.0,0.0,28.53,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.120,0.0024,-0.0005,0.0225,0.0,0.0,0.0,28.21,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.130,0.001,-0.0024,0.0225,0.0,0.0,0.0,28.34,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.140,0.002,0.0005,0.0254,0.0,0.0,0.0,28.28,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.150,0.0034,0.0,0.0229,0.0,0.0,0.0,28.47,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.160,0.0015,0.001,0.0249,0.0,0.0,0.0,28.21,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.170,0.0,0.0,0.0254,0.0,0.0,0.0,28.47,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.180,0.001,-0.0005,0.0239,0.0,0.0,0.0,28.28,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.190,0.0005,-0.002,0.0234,0.0,0.0,0.0,28.34,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.200,0.002,0.0,0.0244,0.0,0.0,0.0,28.53,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.210,0.002,0.00025,0.02465,0.0,0.0,0.0,28.435000000000002,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.220,0.002,0.0005,0.0249,0.0,0.0,0.0,28.34,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.230,0.001,-0.0015,0.022,0.0,0.0,0.0,28.59,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.240,0.0024,-0.0005,0.0239,0.0,0.0,0.0,28.28,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.250,0.0005,-0.001,0.0264,0.0,0.0,0.0,28.02,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.260,0.0024,-0.002,0.0249,0.0,0.0,0.0,28.28,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.270,0.0029,0.0,0.0244,0.0,0.0,0.0,28.15,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.280,0.0,0.0,0.0229,0.0,0.0,0.0,28.47,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.290,0.0,-0.001,0.0239,0.0,0.0,0.0,28.34,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.300,-0.00025,0.0,0.02365,0.0,0.0,0.0,28.244999999999997,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.310,-0.0005,0.001,0.0234,0.0,0.0,0.0,28.15,106.6025,35.204469,,,,,,
2025-02-05 05:00:29.320,-0.000484375,0.0009375,0.023384375,0.0,0.0,0.0,28.1540625,106.6025,35.204468989687506,,,,,,
2025-02-05 05:00:29.330,-0.00046875,0.000875,0.02336875,0.0,0.0,0.0,28.158125,106.6025,35.204468979375,,,,,,
