Time,X,Y,Z,Magnitude,Filtered Magnitude
9.123,-0.37773,-0.19658,-0.42245,0.599823,0.600319
9.133,-0.37753,-0.19635,-0.42269,0.599791,0.600245
9.143,-0.37751,-0.19632,-0.42297,0.599966,0.600202
9.152,-0.37761,-0.19632,-0.42258,0.599754,0.600095
9.162,-0.37741,-0.19599,-0.42246,0.599435,0.599993
9.171,-0.37814,-0.19562,-0.42261,0.59988,0.599941
9.181,-0.37822,-0.19533,-0.4228,0.59997,0.599882
9.191,-0.37822,-0.19514,-0.42298,0.600035,0.599838
9.2,-0.37866,-0.19537,-0.42325,0.600578,0.599901
9.21,-0.37794,-0.19514,-0.42261,0.599598,0.599883
9.219,-0.3783,-0.19595,-0.42237,0.59992,0.599893
9.229,-0.37802,-0.19578,-0.42286,0.600033,0.599917
9.239,-0.3782,-0.19551,-0.4224,0.599734,0.599894
9.248,-0.37768,-0.19624,-0.42269,0.599849,0.599903
9.258,-0.37752,-0.19631,-0.42238,0.599553,0.599915
9.267,-0.3774,-0.19699,-0.4226,0.599855,0.599913
9.277,-0.37793,-0.19697,-0.42246,0.600084,0.599924
9.286,-0.37798,-0.19705,-0.4227,0.600311,0.599951
9.296,-0.37809,-0.19631,-0.42255,0.600032,0.599897
9.306,-0.37778,-0.19632,-0.4227,0.599945,0.599932
9.315,-0.37829,-0.1964,-0.4228,0.600363,0.599976
9.325,-0.37834,-0.19591,-0.42273,0.600185,0.599991
9.334,-0.3777,-0.19553,-0.42298,0.599834,0.600001
9.344,-0.37817,-0.19524,-0.42325,0.600226,0.600039
9.354,-0.37843,-0.19479,-0.42277,0.599906,0.600074
9.363,-0.37868,-0.19517,-0.42273,0.600159,0.600105
9.373,-0.37784,-0.19512,-0.42289,0.599726,0.600069
9.382,-0.37829,-0.19511,-0.42291,0.60002,0.60004
9.392,-0.37834,-0.19528,-0.42325,0.600347,0.600071
9.402,-0.37791,-0.19588,-0.42286,0.599996,0.600076
9.411,-0.37787,-0.19594,-0.42257,0.599786,0.600019
9.421,-0.37787,-0.19603,-0.42254,0.599795,0.599979
9.43,-0.37733,-0.19571,-0.42254,0.59935,0.599931
9.44,-0.37749,-0.19601,-0.42253,0.599542,0.599863
9.449,-0.37815,-0.1957,-0.42287,0.600096,0.599882
9.459,-0.37746,-0.19501,-0.42299,0.599521,0.599818
9.469,-0.37772,-0.19502,-0.42275,0.599519,0.599797
9.478,-0.37796,-0.1951,-0.42289,0.599795,0.599775
9.488,-0.37809,-0.19486,-0.42308,0.599933,0.599733
9.497,-0.37832,-0.19517,-0.42293,0.600073,0.599741
9.507,-0.37791,-0.1947,-0.42274,0.599527,0.599715
9.517,-0.3783,-0.19474,-0.42323,0.600132,0.599749
9.526,-0.37802,-0.19441,-0.42269,0.599467,0.59976
9.536,-0.37788,-0.19446,-0.42331,0.599833,0.59979
9.545,-0.37787,-0.19471,-0.4232,0.59983,0.599763
9.555,-0.37743,-0.19474,-0.42311,0.599499,0.599761
9.565,-0.37815,-0.19541,-0.42268,0.599867,0.599796
9.574,-0.37778,-0.19548,-0.4228,0.599742,0.59979
9.584,-0.3784,-0.19565,-0.42265,0.600082,0.599805
9.593,-0.37846,-0.196,-0.42305,0.600516,0.59985
9.603,-0.37814,-0.19629,-0.42326,0.600557,0.599952
9.612,-0.37822,-0.19615,-0.42303,0.6004,0.599979
9.622,-0.37812,-0.19564,-0.42275,0.599973,0.60003
9.632,-0.37832,-0.19567,-0.42323,0.600447,0.600091
9.641,-0.37845,-0.1955,-0.42294,0.600269,0.600135
9.651,-0.37814,-0.19582,-0.42266,0.599981,0.600183
9.66,-0.37811,-0.19535,-0.42263,0.599787,0.600175
9.67,-0.37821,-0.19514,-0.42322,0.600198,0.600221
9.68,-0.3779,-0.19436,-0.42302,0.599608,0.600174
9.689,-0.37841,-0.1947,-0.42343,0.600329,0.600155
9.699,-0.37824,-0.19482,-0.42296,0.59993,0.600092
9.708,-0.37801,-0.19458,-0.423,0.599735,0.600026
9.718,-0.37809,-0.19514,-0.42309,0.600031,0.600031
9.728,-0.37864,-0.19545,-0.4231,0.600485,0.600035
9.737,-0.3787,-0.19523,-0.4231,0.600452,0.600054
9.747,-0.3787,-0.19588,-0.42293,0.600543,0.60011
9.756,-0.37806,-0.19578,-0.42291,0.600093,0.60014
9.766,-0.37767,-0.19618,-0.42274,0.599859,0.600106
9.776,-0.37828,-0.19589,-0.42247,0.599958,0.600141
9.785,-0.37737,-0.19578,-0.42278,0.599567,0.600065
9.795,-0.37792,-0.1956,-0.42248,0.599643,0.600037
9.804,-0.37765,-0.19533,-0.42236,0.599301,0.599993
9.814,-0.37871,-0.19514,-0.42302,0.600372,0.600027
9.823,-0.3787,-0.19528,-0.423,0.600397,0.600019
9.833,-0.37849,-0.19496,-0.42283,0.600041,0.599978
9.843,-0.37836,-0.19527,-0.42324,0.600349,0.599958
9.852,-0.37867,-0.19488,-0.42345,0.600566,0.600005
9.862,-0.37805,-0.19467,-0.4233,0.600001,0.60002
9.871,-0.37778,-0.19507,-0.4232,0.59989,0.600013
9.881,-0.37775,-0.19553,-0.42327,0.60007,0.600063
9.891,-0.37796,-0.19499,-0.42337,0.600098,0.600108
9.9,-0.3782,-0.1956,-0.42312,0.600271,0.600206
9.91,-0.37908,-0.19667,-0.42335,0.601337,0.600302
9.919,-0.37917,-0.19644,-0.42295,0.601037,0.600366
9.929,-0.37897,-0.19608,-0.42317,0.600948,0.600457
9.939,-0.37841,-0.19621,-0.42302,0.600532,0.600475
