Time,X,Y,Z,Magnitude,Filtered Magnitude,Timestamp,Timestamp
0.471000,0.371100,0.473360,0.607800,0.855106,0.855229,2025-02-05 03:46:37.106,2025-02-05 03:46:37.123
0.480000,0.370760,0.473180,0.607910,0.854937,0.855240,2025-02-05 03:46:37.133,2025-02-05 03:46:37.133
0.489000,0.371370,0.473410,0.608260,0.855578,0.855251,2025-02-05 03:46:37.133,2025-02-05 03:46:37.142
0.499000,0.371540,0.473770,0.607870,0.855573,0.855245,2025-02-05 03:46:37.133,2025-02-05 03:46:37.151
0.508000,0.371880,0.473720,0.607750,0.855608,0.855288,2025-02-05 03:46:37.161,2025-02-05 03:46:37.161
0.517000,0.372020,0.473380,0.607570,0.855353,0.855286,2025-02-05 03:46:37.161,2025-02-05 03:46:37.170
0.527000,0.371600,0.473180,0.607550,0.855046,0.855243,2025-02-05 03:46:37.161,2025-02-05 03:46:37.179
0.536000,0.371560,0.473410,0.607380,0.855035,0.855214,2025-02-05 03:46:37.189,2025-02-05 03:46:37.189
0.545000,0.371230,0.473100,0.607610,0.854883,0.855216,2025-02-05 03:46:37.189,2025-02-05 03:46:37.198
0.554000,0.371090,0.473400,0.607640,0.855010,0.855213,2025-02-05 03:46:37.189,2025-02-05 03:46:37.207
0.564000,0.371300,0.473850,0.607390,0.855173,0.855219,2025-02-05 03:46:37.217,2025-02-05 03:46:37.217
0.573000,0.371530,0.473310,0.607700,0.855194,0.855245,2025-02-05 03:46:37.217,2025-02-05 03:46:37.226
0.582000,0.371120,0.472840,0.607230,0.854421,0.855130,2025-02-05 03:46:37.217,2025-02-05 03:46:37.235
0.592000,0.371080,0.473210,0.607260,0.854630,0.855035,2025-02-05 03:46:37.244,2025-02-05 03:46:37.244
0.601000,0.371190,0.472830,0.607770,0.854830,0.854957,2025-02-05 03:46:37.244,2025-02-05 03:46:37.253
0.610000,0.371410,0.472880,0.607650,0.854868,0.854909,2025-02-05 03:46:37.244,2025-02-05 03:46:37.262
0.620000,0.371220,0.472880,0.607640,0.854778,0.854882,2025-02-05 03:46:37.272,2025-02-05 03:46:37.272
0.629000,0.371200,0.473220,0.607720,0.855015,0.854880,2025-02-05 03:46:37.272,2025-02-05 03:46:37.281
0.638000,0.371740,0.473670,0.607650,0.855449,0.854937,2025-02-05 03:46:37.272,2025-02-05 03:46:37.290
0.647000,0.371140,0.473540,0.607300,0.854867,0.854923,2025-02-05 03:46:37.300,2025-02-05 03:46:37.300
0.657000,0.371410,0.473620,0.607270,0.855008,0.854906,2025-02-05 03:46:37.300,2025-02-05 03:46:37.309
0.666000,0.371760,0.473370,0.607270,0.855021,0.854889,2025-02-05 03:46:37.300,2025-02-05 03:46:37.318
0.675000,0.371680,0.473430,0.606850,0.854722,0.854919,2025-02-05 03:46:37.328,2025-02-05 03:46:37.328
0.685000,0.371790,0.473100,0.607140,0.854793,0.854935,2025-02-05 03:46:37.328,2025-02-05 03:46:37.337
0.694000,0.371040,0.472820,0.607080,0.854269,0.854879,2025-02-05 03:46:37.328,2025-02-05 03:46:37.346
0.703000,0.371290,0.472960,0.607670,0.854874,0.854880,2025-02-05 03:46:37.356,2025-02-05 03:46:37.356
0.712000,0.371420,0.472890,0.607140,0.854516,0.854853,2025-02-05 03:46:37.356,2025-02-05 03:46:37.365
0.722000,0.371330,0.473300,0.607080,0.854661,0.854818,2025-02-05 03:46:37.356,2025-02-05 03:46:37.374
0.731000,0.371210,0.473090,0.607160,0.854549,0.854728,2025-02-05 03:46:37.384,2025-02-05 03:46:37.384
0.740000,0.371410,0.473320,0.606670,0.854415,0.854683,2025-02-05 03:46:37.384,2025-02-05 03:46:37.393
0.750000,0.371760,0.473510,0.606790,0.854758,0.854658,2025-02-05 03:46:37.384,2025-02-05 03:46:37.402
0.759000,0.371250,0.473360,0.606880,0.854517,0.854607,2025-02-05 03:46:37.412,2025-02-05 03:46:37.412
0.768000,0.371200,0.473430,0.606890,0.854541,0.854589,2025-02-05 03:46:37.412,2025-02-05 03:46:37.421
0.778000,0.371630,0.473190,0.607140,0.854773,0.854587,2025-02-05 03:46:37.412,2025-02-05 03:46:37.430
0.787000,0.371240,0.472740,0.607670,0.854731,0.854634,2025-02-05 03:46:37.440,2025-02-05 03:46:37.440
0.796000,0.370880,0.472950,0.607220,0.854371,0.854583,2025-02-05 03:46:37.440,2025-02-05 03:46:37.449
0.805000,0.370950,0.473310,0.607510,0.854807,0.854612,2025-02-05 03:46:37.440,2025-02-05 03:46:37.458
0.815000,0.371070,0.472920,0.607290,0.854487,0.854595,2025-02-05 03:46:37.468,2025-02-05 03:46:37.468
0.824000,0.371180,0.473140,0.607350,0.854699,0.854610,2025-02-05 03:46:37.468,2025-02-05 03:46:37.477
0.833000,0.371410,0.473660,0.607020,0.854852,0.854654,2025-02-05 03:46:37.468,2025-02-05 03:46:37.486
0.843000,0.371110,0.473630,0.608000,0.855402,0.854718,2025-02-05 03:46:37.495,2025-02-05 03:46:37.495
0.852000,0.370760,0.473290,0.607000,0.854351,0.854701,2025-02-05 03:46:37.495,2025-02-05 03:46:37.504
0.861000,0.371480,0.473090,0.606820,0.854425,0.854690,2025-02-05 03:46:37.495,2025-02-05 03:46:37.513
0.870000,0.371230,0.473150,0.606880,0.854392,0.854652,2025-02-05 03:46:37.523,2025-02-05 03:46:37.523
0.880000,0.371850,0.473240,0.607140,0.854896,0.854668,2025-02-05 03:46:37.523,2025-02-05 03:46:37.532
0.889000,0.371590,0.472920,0.607420,0.854805,0.854712,2025-02-05 03:46:37.523,2025-02-05 03:46:37.541
0.898000,0.371880,0.472880,0.607200,0.854753,0.854706,2025-02-05 03:46:37.551,2025-02-05 03:46:37.551
0.908000,0.371270,0.472960,0.607510,0.854752,0.854733,2025-02-05 03:46:37.551,2025-02-05 03:46:37.560
0.917000,0.370770,0.473220,0.607370,0.854579,0.854721,2025-02-05 03:46:37.551,2025-02-05 03:46:37.569
0.926000,0.370620,0.472920,0.607780,0.854640,0.854699,2025-02-05 03:46:37.579,2025-02-05 03:46:37.579
0.936000,0.370820,0.473300,0.607740,0.854908,0.854650,2025-02-05 03:46:37.579,2025-02-05 03:46:37.588
0.945000,0.370940,0.473340,0.607140,0.854556,0.854671,2025-02-05 03:46:37.579,2025-02-05 03:46:37.597
0.954000,0.371390,0.473260,0.607170,0.854729,0.854701,2025-02-05 03:46:37.607,2025-02-05 03:46:37.607
0.963000,0.371220,0.473750,0.607090,0.854869,0.854749,2025-02-05 03:46:37.607,2025-02-05 03:46:37.616
0.973000,0.371310,0.473390,0.607420,0.854943,0.854753,2025-02-05 03:46:37.607,2025-02-05 03:46:37.625
0.982000,0.371640,0.473180,0.607280,0.854871,0.854760,2025-02-05 03:46:37.635,2025-02-05 03:46:37.635
0.991000,0.371460,0.473250,0.607350,0.854881,0.854773,2025-02-05 03:46:37.635,2025-02-05 03:46:37.644
1.001000,0.372090,0.473840,0.607610,0.855667,0.854864,2025-02-05 03:46:37.635,2025-02-05 03:46:37.653
1.010000,0.372470,0.473560,0.607300,0.855457,0.854952,2025-02-05 03:46:37.663,2025-02-05 03:46:37.663
1.019000,0.371970,0.473370,0.607690,0.855411,0.855029,2025-02-05 03:46:37.663,2025-02-05 03:46:37.672
1.028000,0.371920,0.473100,0.607560,0.855148,0.855053,2025-02-05 03:46:37.663,2025-02-05 03:46:37.681
1.038000,0.371810,0.473070,0.607380,0.854955,0.855093,2025-02-05 03:46:37.691,2025-02-05 03:46:37.691
1.047000,0.371040,0.473320,0.607360,0.854745,0.855095,2025-02-05 03:46:37.691,2025-02-05 03:46:37.700
1.056000,0.370860,0.473340,0.607280,0.854621,0.855070,2025-02-05 03:46:37.691,2025-02-05 03:46:37.709
1.066000,0.371270,0.473010,0.607600,0.854844,0.855060,2025-02-05 03:46:37.719,2025-02-05 03:46:37.719
1.075000,0.371960,0.472980,0.606960,0.854672,0.855040,2025-02-05 03:46:37.719,2025-02-05 03:46:37.728
1.084000,0.372140,0.473060,0.607240,0.854994,0.855051,2025-02-05 03:46:37.719,2025-02-05 03:46:37.737
1.094000,0.371510,0.473070,0.607010,0.854562,0.854941,2025-02-05 03:46:37.746,2025-02-05 03:46:37.746
1.103000,0.371440,0.473400,0.606900,0.854636,0.854859,2025-02-05 03:46:37.746,2025-02-05 03:46:37.755
1.112000,0.371330,0.473600,0.607480,0.855111,0.854829,2025-02-05 03:46:37.746,2025-02-05 03:46:37.764
1.121000,0.371320,0.473290,0.607200,0.854736,0.854788,2025-02-05 03:46:37.774,2025-02-05 03:46:37.774
1.131000,0.370990,0.472420,0.607260,0.854154,0.854707,2025-02-05 03:46:37.774,2025-02-05 03:46:37.783
1.140000,0.371180,0.472580,0.607270,0.854332,0.854666,2025-02-05 03:46:37.774,2025-02-05 03:46:37.792
1.149000,0.371200,0.472680,0.607180,0.854332,0.854637,2025-02-05 03:46:37.802,2025-02-05 03:46:37.802
1.159000,0.371310,0.473280,0.607260,0.854769,0.854630,2025-02-05 03:46:37.802,2025-02-05 03:46:37.811
1.168000,0.370890,0.473000,0.607010,0.854254,0.854588,2025-02-05 03:46:37.802,2025-02-05 03:46:37.820
1.177000,0.371170,0.472810,0.607070,0.854313,0.854520,2025-02-05 03:46:37.830,2025-02-05 03:46:37.830
1.186000,0.370760,0.472790,0.607160,0.854188,0.854482,2025-02-05 03:46:37.830,2025-02-05 03:46:37.839
1.196000,0.370940,0.472960,0.607000,0.854246,0.854443,2025-02-05 03:46:37.830,2025-02-05 03:46:37.848
1.205000,0.370740,0.472970,0.607160,0.854279,0.854360,2025-02-05 03:46:37.858,2025-02-05 03:46:37.858
1.214000,0.371150,0.473140,0.607170,0.854558,0.854342,2025-02-05 03:46:37.858,2025-02-05 03:46:37.867
1.224000,0.371410,0.473410,0.607000,0.854700,0.854397,2025-02-05 03:46:37.858,2025-02-05 03:46:37.876
1.233000,0.371220,0.473440,0.607240,0.854804,0.854444,2025-02-05 03:46:37.886,2025-02-05 03:46:37.886
1.242000,0.370980,0.473270,0.607520,0.854805,0.854491,2025-02-05 03:46:37.886,2025-02-05 03:46:37.895
1.251000,0.371070,0.473170,0.607540,0.854803,0.854495,2025-02-05 03:46:37.886,2025-02-05 03:46:37.904
1.261000,0.371400,0.473240,0.607460,0.854928,0.854562,2025-02-05 03:46:37.914,2025-02-05 03:46:37.914
1.270000,0.371650,0.473170,0.606950,0.854636,0.854595,2025-02-05 03:46:37.914,2025-02-05 03:46:37.923
1.279000,0.370810,0.473580,0.607070,0.854583,0.854634,2025-02-05 03:46:37.914,2025-02-05 03:46:37.932
1.289000,0.370730,0.473370,0.607410,0.854674,0.854677,2025-02-05 03:46:37.942,2025-02-05 03:46:37.942
1.298000,0.370830,0.473010,0.607700,0.854724,0.854721,2025-02-05 03:46:37.942,2025-02-05 03:46:37.951
1.307000,0.370950,0.473310,0.607730,0.854963,0.854762,2025-02-05 03:46:37.942,2025-02-05 03:46:37.960
1.317000,0.370530,0.473510,0.607310,0.854593,0.854751,2025-02-05 03:46:37.969,2025-02-05 03:46:37.969
1.326000,0.370920,0.473450,0.607270,0.854701,0.854741,2025-02-05 03:46:37.969,2025-02-05 03:46:37.978
1.335000,0.370200,0.473360,0.607350,0.854396,0.854700,2025-02-05 03:46:37.969,2025-02-05 03:46:37.987
1.344000,0.370450,0.473180,0.607530,0.854532,0.854673,2025-02-05 03:46:37.997,2025-02-05 03:46:37.997
1.354000,0.371120,0.473580,0.607210,0.854817,0.854662,2025-02-05 03:46:37.997,2025-02-05 03:46:38.006
1.363000,0.371190,0.473540,0.607090,0.854740,0.854672,2025-02-05 03:46:37.997,2025-02-05 03:46:38.015
1.372000,0.371520,0.473280,0.607000,0.854675,0.854681,2025-02-05 03:46:38.025,2025-02-05 03:46:38.025
1.382000,0.371230,0.473090,0.607240,0.854615,0.854676,2025-02-05 03:46:38.025,2025-02-05 03:46:38.034
1.391000,0.371090,0.473490,0.607430,0.854910,0.854694,2025-02-05 03:46:38.025,2025-02-05 03:46:38.043
1.400000,0.371080,0.473780,0.606860,0.854662,0.854664,2025-02-05 03:46:38.053,2025-02-05 03:46:38.053
1.409000,0.371080,0.473560,0.607230,0.854803,0.854685,2025-02-05 03:46:38.053,2025-02-05 03:46:38.062
1.419000,0.371080,0.473700,0.607180,0.854845,0.854699,2025-02-05 03:46:38.053,2025-02-05 03:46:38.071
1.428000,0.371290,0.473300,0.607170,0.854707,0.854731,2025-02-05 03:46:38.081,2025-02-05 03:46:38.081
1.437000,0.371210,0.473170,0.607340,0.854721,0.854750,2025-02-05 03:46:38.081,2025-02-05 03:46:38.090
1.447000,0.371200,0.473410,0.607780,0.855163,0.854784,2025-02-05 03:46:38.081,2025-02-05 03:46:38.099
1.456000,0.371200,0.473180,0.607910,0.855128,0.854823,2025-02-05 03:46:38.109,2025-02-05 03:46:38.109
1.465000,0.370870,0.473410,0.607830,0.855055,0.854861,2025-02-05 03:46:38.109,2025-02-05 03:46:38.118
1.475000,0.371380,0.473180,0.607910,0.855206,0.854920,2025-02-05 03:46:38.109,2025-02-05 03:46:38.127
1.484000,0.371000,0.473160,0.607580,0.854795,0.854908,2025-02-05 03:46:38.137,2025-02-05 03:46:38.137
1.493000,0.371500,0.473240,0.607210,0.854794,0.854922,2025-02-05 03:46:38.137,2025-02-05 03:46:38.146
1.502000,0.371440,0.473250,0.607180,0.854752,0.854917,2025-02-05 03:46:38.137,2025-02-05 03:46:38.155
1.512000,0.370900,0.472920,0.607510,0.854569,0.854889,2025-02-05 03:46:38.165,2025-02-05 03:46:38.165
1.521000,0.370840,0.472880,0.607040,0.854187,0.854837,2025-02-05 03:46:38.165,2025-02-05 03:46:38.174
1.530000,0.370620,0.473130,0.607330,0.854436,0.854808,2025-02-05 03:46:38.165,2025-02-05 03:46:38.183
1.540000,0.370920,0.473490,0.607440,0.854844,0.854777,2025-02-05 03:46:38.193,2025-02-05 03:46:38.193
1.549000,0.371060,0.473440,0.607540,0.854948,0.854759,2025-02-05 03:46:38.193,2025-02-05 03:46:38.202
1.558000,0.371180,0.473520,0.607630,0.855108,0.854764,2025-02-05 03:46:38.193,2025-02-05 03:46:38.211
1.567000,0.371090,0.473860,0.607050,0.854845,0.854728,2025-02-05 03:46:38.220,2025-02-05 03:46:38.220
1.577000,0.371830,0.473230,0.607080,0.854839,0.854732,2025-02-05 03:46:38.220,2025-02-05 03:46:38.229
1.586000,0.371370,0.473330,0.606910,0.854574,0.854710,2025-02-05 03:46:38.220,2025-02-05 03:46:38.238
1.595000,0.371430,0.473430,0.607150,0.854826,0.854718,2025-02-05 03:46:38.248,2025-02-05 03:46:38.248
1.605000,0.370900,0.473350,0.607340,0.854686,0.854729,2025-02-05 03:46:38.248,2025-02-05 03:46:38.257
1.614000,0.370840,0.473680,0.607530,0.854978,0.854809,2025-02-05 03:46:38.248,2025-02-05 03:46:38.266
1.623000,0.370730,0.473460,0.607630,0.854880,0.854853,2025-02-05 03:46:38.276,2025-02-05 03:46:38.276
1.632000,0.371470,0.473020,0.607220,0.854666,0.854835,2025-02-05 03:46:38.276,2025-02-05 03:46:38.285
1.642000,0.371120,0.473150,0.607090,0.854494,0.854790,2025-02-05 03:46:38.276,2025-02-05 03:46:38.294
1.651000,0.371300,0.472740,0.607000,0.854281,0.854707,2025-02-05 03:46:38.304,2025-02-05 03:46:38.304
1.660000,0.371530,0.472870,0.606990,0.854446,0.854667,2025-02-05 03:46:38.304,2025-02-05 03:46:38.313
1.670000,0.371990,0.472880,0.606990,0.854651,0.854648,2025-02-05 03:46:38.304,2025-02-05 03:46:38.322
1.679000,0.371600,0.473380,0.606990,0.854758,0.854667,2025-02-05 03:46:38.332,2025-02-05 03:46:38.332
1.688000,0.371240,0.473430,0.607410,0.854928,0.854677,2025-02-05 03:46:38.332,2025-02-05 03:46:38.341
1.698000,0.371310,0.472940,0.607620,0.854836,0.854692,2025-02-05 03:46:38.332,2025-02-05 03:46:38.350
1.707000,0.371640,0.473300,0.607550,0.855129,0.854707,2025-02-05 03:46:38.360,2025-02-05 03:46:38.360
1.716000,0.370920,0.473340,0.607550,0.854839,0.854703,2025-02-05 03:46:38.360,2025-02-05 03:46:38.369
1.725000,0.371170,0.473180,0.607380,0.854738,0.854710,2025-02-05 03:46:38.360,2025-02-05 03:46:38.378
1.735000,0.371200,0.473410,0.607780,0.855163,0.854777,2025-02-05 03:46:38.388,2025-02-05 03:46:38.388
1.744000,0.371520,0.473350,0.607490,0.855062,0.854855,2025-02-05 03:46:38.388,2025-02-05 03:46:38.397
1.753000,0.371770,0.473430,0.607540,0.855251,0.854936,2025-02-05 03:46:38.388,2025-02-05 03:46:38.406
1.763000,0.371360,0.473100,0.607710,0.855011,0.854972,2025-02-05 03:46:38.416,2025-02-05 03:46:38.416
1.772000,0.371000,0.472990,0.607980,0.854986,0.854994,2025-02-05 03:46:38.416,2025-02-05 03:46:38.425
1.781000,0.371820,0.473140,0.607760,0.855268,0.855028,2025-02-05 03:46:38.416,2025-02-05 03:46:38.434
1.791000,0.371150,0.473160,0.607820,0.855031,0.855048,2025-02-05 03:46:38.444,2025-02-05 03:46:38.444
1.800000,0.371410,0.473330,0.607990,0.855359,0.855071,2025-02-05 03:46:38.444,2025-02-05 03:46:38.453
1.809000,0.371110,0.473510,0.607420,0.854923,0.855079,2025-02-05 03:46:38.444,2025-02-05 03:46:38.462
1.818000,0.370970,0.473360,0.607030,0.854502,0.855055,2025-02-05 03:46:38.472,2025-02-05 03:46:38.472
1.828000,0.371390,0.473430,0.607240,0.854872,0.855026,2025-02-05 03:46:38.472,2025-02-05 03:46:38.481
1.837000,0.371430,0.473190,0.607260,0.854771,0.854997,2025-02-05 03:46:38.472,2025-02-05 03:46:38.490
1.846000,0.371330,0.473160,0.607600,0.854953,0.854968,2025-02-05 03:46:38.499,2025-02-05 03:46:38.499
1.856000,0.371100,0.473330,0.607550,0.854911,0.854958,2025-02-05 03:46:38.499,2025-02-05 03:46:38.508
1.865000,0.371400,0.473340,0.607720,0.855168,0.854976,2025-02-05 03:46:38.499,2025-02-05 03:46:38.517
1.874000,0.371760,0.473090,0.607230,0.854838,0.854933,2025-02-05 03:46:38.527,2025-02-05 03:46:38.527
1.883000,0.371150,0.473570,0.607010,0.854682,0.854898,2025-02-05 03:46:38.527,2025-02-05 03:46:38.536
1.893000,0.371840,0.473200,0.607320,0.854998,0.854862,2025-02-05 03:46:38.527,2025-02-05 03:46:38.545
1.902000,0.372020,0.473410,0.607520,0.855334,0.854903,2025-02-05 03:46:38.555,2025-02-05 03:46:38.555
1.911000,0.371170,0.473520,0.607380,0.854926,0.854945,2025-02-05 03:46:38.555,2025-02-05 03:46:38.564
1.921000,0.371090,0.473450,0.607190,0.854718,0.854930,2025-02-05 03:46:38.555,2025-02-05 03:46:38.573
1.930000,0.371290,0.473520,0.607090,0.854772,0.854930,2025-02-05 03:46:38.583,2025-02-05 03:46:38.583
1.939000,0.370780,0.473700,0.607330,0.854821,0.854917,2025-02-05 03:46:38.583,2025-02-05 03:46:38.592
1.949000,0.371050,0.473210,0.607360,0.854688,0.854895,2025-02-05 03:46:38.583,2025-02-05 03:46:38.601
1.958000,0.371080,0.473750,0.607700,0.855242,0.854902,2025-02-05 03:46:38.611,2025-02-05 03:46:38.611
1.967000,0.371190,0.473140,0.607390,0.854732,0.854891,2025-02-05 03:46:38.611,2025-02-05 03:46:38.620
1.976000,0.370980,0.473490,0.607110,0.854635,0.854887,2025-02-05 03:46:38.611,2025-02-05 03:46:38.629
1.986000,0.370420,0.473440,0.606830,0.854166,0.854803,2025-02-05 03:46:38.639,2025-02-05 03:46:38.639
1.995000,0.370900,0.473440,0.606800,0.854353,0.854705,2025-02-05 03:46:38.639,2025-02-05 03:46:38.648
2.004000,0.370410,0.473860,0.607390,0.854792,0.854692,2025-02-05 03:46:38.639,2025-02-05 03:46:38.657
2.014000,0.370800,0.473400,0.607190,0.854564,0.854677,2025-02-05 03:46:38.667,2025-02-05 03:46:38.667
2.023000,0.370620,0.473020,0.607340,0.854382,0.854638,2025-02-05 03:46:38.667,2025-02-05 03:46:38.676
2.032000,0.371460,0.473150,0.607530,0.854954,0.854651,2025-02-05 03:46:38.667,2025-02-05 03:46:38.685
2.042000,0.371120,0.472910,0.608130,0.855100,0.854692,2025-02-05 03:46:38.695,2025-02-05 03:46:38.695
2.051000,0.370330,0.473130,0.607350,0.854324,0.854600,2025-02-05 03:46:38.695,2025-02-05 03:46:38.704
2.060000,0.371220,0.473240,0.607020,0.854537,0.854581,2025-02-05 03:46:38.695,2025-02-05 03:46:38.713
2.069000,0.370980,0.472830,0.607160,0.854305,0.854548,2025-02-05 03:46:38.723,2025-02-05 03:46:38.723
2.079000,0.371280,0.472960,0.607000,0.854394,0.854571,2025-02-05 03:46:38.723,2025-02-05 03:46:38.732
2.088000,0.370780,0.473310,0.607410,0.854662,0.854602,2025-02-05 03:46:38.723,2025-02-05 03:46:38.741
2.097000,0.370940,0.472840,0.607030,0.854201,0.854542,2025-02-05 03:46:38.751,2025-02-05 03:46:38.751
2.107000,0.370960,0.472960,0.607330,0.854489,0.854535,2025-02-05 03:46:38.751,2025-02-05 03:46:38.760
2.116000,0.370100,0.472890,0.607360,0.854099,0.854507,2025-02-05 03:46:38.751,2025-02-05 03:46:38.769
2.125000,0.370760,0.473300,0.607190,0.854491,0.854460,2025-02-05 03:46:38.778,2025-02-05 03:46:38.778
2.135000,0.370720,0.473340,0.607340,0.854603,0.854411,2025-02-05 03:46:38.778,2025-02-05 03:46:38.787
2.144000,0.370500,0.472840,0.607190,0.854124,0.854391,2025-02-05 03:46:38.778,2025-02-05 03:46:38.796
2.153000,0.370370,0.473130,0.607170,0.854214,0.854358,2025-02-05 03:46:38.806,2025-02-05 03:46:38.806
