Chiptime,Acceleration X (g),Acceleration Y (g),Acceleration Z (g),Temperature (°C),Longitude,Latitude
2024-12-19 16:2:49.645,0.0,-0.001,-0.9722,29.03,108.8318485,34.126079
2024-12-19 16:2:49.655,0.0005,0.0,-0.9727,29.1,108.8318485,34.126079
2024-12-19 16:2:49.649,-0.001,0.0,-0.9756,29.16,108.8318475,34.12607967
2024-12-19 16:2:49.659,0.001,-0.001,-0.9712,29.03,108.8318475,34.12607967
2024-12-19 16:2:49.669,0.0,0.002,-0.9727,29.22,108.8318475,34.12607967
2024-12-19 16:2:49.679,-0.001,0.0,-0.9722,28.78,108.8318475,34.12607967
2024-12-19 16:2:49.699,-0.0015,-0.0005,-0.9722,28.78,108.8318475,34.12607967
2024-12-19 16:2:49.709,-0.0015,0.0,-0.9717,29.1,108.8318475,34.12607967
2024-12-19 16:2:49.719,0.0,0.0,-0.9722,28.97,108.8318475,34.12607967
2024-12-19 16:2:49.729,0.001,0.001,-0.9707,29.16,108.8318475,34.12607967
2024-12-19 16:2:49.755,-0.0015,0.0,-0.9736,28.97,108.8318475,34.12607967
2024-12-19 16:2:49.765,-0.0015,0.0,-0.9731,29.03,108.8318475,34.12607967
2024-12-19 16:2:49.775,0.0015,0.001,-0.9727,29.03,108.8318475,34.12607967
2024-12-19 16:2:49.785,-0.001,0.0,-0.9712,29.1,108.8318475,34.12607967
2024-12-19 16:2:49.795,0.001,0.0,-0.9692,29.1,108.8318475,34.12607967
2024-12-19 16:2:49.805,0.0,0.0,-0.9717,28.97,108.8318475,34.12607967
2024-12-19 16:2:49.815,0.0,-0.0005,-0.9707,28.91,108.8318475,34.12607967
2024-12-19 16:2:49.825,-0.001,0.0,-0.9707,28.78,108.8318475,34.12607967
2024-12-19 16:2:49.835,0.0005,-0.0015,-0.9741,29.1,108.8318475,34.12607967
2024-12-19 16:2:49.845,0.0,0.0,-0.9727,29.1,108.8318475,34.12607967
2024-12-19 16:2:49.855,0.0,-0.001,-0.9712,29.03,108.8318475,34.12607967
2024-12-19 16:2:49.865,0.0005,0.0,-0.9702,29.03,108.8318475,34.12607967
2024-12-19 16:2:49.875,0.0005,-0.002,-0.9717,29.1,108.8318475,34.12607967
2024-12-19 16:2:49.885,-0.0015,0.002,-0.9727,29.03,108.8318475,34.12607967
2024-12-19 16:2:49.895,-0.0005,0.0,-0.9741,29.16,108.8318475,34.12607967
2024-12-19 16:2:49.905,-0.0005,0.001,-0.9736,29.03,108.8318475,34.12607967
2024-12-19 16:2:49.850,-0.002,-0.0015,-0.9717,29.1,108.83184583,34.12608033
2024-12-19 16:2:49.860,-0.002,-0.001,-0.9717,29.16,108.83184583,34.12608033
2024-12-19 16:2:49.870,0.002,-0.0024,-0.9702,28.91,108.83184583,34.12608033
2024-12-19 16:2:49.880,-0.0005,-0.0005,-0.9736,29.16,108.83184583,34.12608033
2024-12-19 16:2:49.890,-0.001,0.002,-0.9717,28.97,108.83184583,34.12608033
2024-12-19 16:2:49.949,0.0005,0.0,-0.9712,29.1,108.83184583,34.12608033
2024-12-19 16:2:49.959,0.001,0.0,-0.9731,29.1,108.83184583,34.12608033
2024-12-19 16:2:49.969,0.0005,-0.0005,-0.9692,29.1,108.83184583,34.12608033
2024-12-19 16:2:49.979,0.0015,0.0015,-0.9746,29.03,108.83184583,34.12608033
2024-12-19 16:2:49.989,0.0,-0.0005,-0.9712,29.1,108.83184583,34.12608033
2024-12-19 16:2:49.999,0.0005,0.002,-0.9697,29.03,108.83184583,34.12608033
2024-12-19 16:2:50.9,0.001,0.0015,-0.9731,28.91,108.83184583,34.12608033
2024-12-19 16:2:50.19,-0.001,0.0005,-0.9712,29.03,108.83184583,34.12608033
2024-12-19 16:2:50.29,-0.0024,0.001,-0.9712,29.1,108.83184583,34.12608033
2024-12-19 16:2:50.39,0.0,0.001,-0.9731,29.16,108.83184583,34.12608033
2024-12-19 16:2:50.49,-0.0015,-0.0015,-0.9688,29.03,108.83184583,34.12608033
2024-12-19 16:2:50.59,-0.0005,0.0,-0.9731,29.03,108.83184583,34.12608033
2024-12-19 16:2:50.55,-0.002,0.0,-0.9697,28.78,108.83184417,34.126081
2024-12-19 16:2:50.65,0.0,-0.0005,-0.9683,29.03,108.83184417,34.126081
2024-12-19 16:2:50.75,0.001,0.0,-0.9702,29.16,108.83184417,34.126081
2024-12-19 16:2:50.100,0.0005,0.0,-0.9766,28.97,108.83184417,34.126081
2024-12-19 16:2:50.110,0.0,0.0024,-0.9731,29.16,108.83184417,34.126081
2024-12-19 16:2:50.120,-0.0034,0.0029,-0.9741,28.97,108.83184417,34.126081
2024-12-19 16:2:50.130,0.0,0.0,-0.9746,29.03,108.83184417,34.126081
2024-12-19 16:2:50.149,0.0005,0.002,-0.9688,28.91,108.83184417,34.126081
2024-12-19 16:2:50.159,-0.001,0.0,-0.9697,28.91,108.83184417,34.126081
2024-12-19 16:2:50.169,-0.001,0.001,-0.9736,28.78,108.83184417,34.126081
2024-12-19 16:2:50.179,0.0015,-0.0005,-0.9712,28.78,108.83184417,34.126081
2024-12-19 16:2:50.189,0.001,0.001,-0.9712,29.1,108.83184417,34.126081
2024-12-19 16:2:50.199,0.001,-0.001,-0.9692,28.78,108.83184417,34.126081
2024-12-19 16:2:50.209,0.0,0.0,-0.9712,29.1,108.83184417,34.126081
2024-12-19 16:2:50.219,-0.001,0.002,-0.9736,29.03,108.83184417,34.126081
2024-12-19 16:2:50.229,-0.002,-0.0005,-0.9702,28.91,108.83184417,34.126081
2024-12-19 16:2:50.239,-0.0005,-0.0005,-0.9746,28.97,108.83184417,34.126081
2024-12-19 16:2:50.249,-0.001,-0.002,-0.9731,29.1,108.83184417,34.126081
2024-12-19 16:2:50.259,0.0,0.0015,-0.9731,29.16,108.83184417,34.126081
2024-12-19 16:2:50.269,0.001,0.0005,-0.9746,28.91,108.83184417,34.126081
2024-12-19 16:2:50.279,-0.001,0.001,-0.9702,29.03,108.83184417,34.126081
2024-12-19 16:2:50.289,0.0,0.001,-0.9727,29.16,108.83184417,34.126081
2024-12-19 16:2:50.299,-0.0005,-0.002,-0.9707,28.78,108.83184417,34.126081
2024-12-19 16:2:50.250,-0.0005,0.0005,-0.9722,29.16,108.83184267,34.12608183
2024-12-19 16:2:50.260,-0.0005,-0.001,-0.9722,28.97,108.83184267,34.12608183
2024-12-19 16:2:50.270,0.0,0.002,-0.9727,28.97,108.83184267,34.12608183
